,Lambda,estimand,side,estimate,sterr_if,sterr_boot,bootmean,quantiles50,quantiles90,quantiles95
6,1.52,ATT,upper,0.15121457132914112,0.011300673980273606,,,,,
7,1.52,ATT,lower,-0.1486338544011524,0.01725858548229334,,,,,
8,1.52,ATC,upper,0.09213562736191086,0.009907930971941542,,,,,
9,1.52,ATC,lower,-0.18817835675462333,0.015468121934999244,,,,,
0,1.53,1,upper,0.45269511953702785,0.011834108638057238,,,,,
1,1.53,1,lower,0.2765219992593967,0.007899164640031639,,,,,
2,1.53,0,upper,0.3923648645389046,0.009696411070290687,,,,,
3,1.53,0,lower,0.27628265972045024,0.006719072836213244,,,,,
4,1.53,ATE,upper,0.17641245981657758,0.013185634348795446,,,,,
5,1.53,ATE,lower,-0.1158428652795079,0.011930916827404709,,,,,
6,1.53,ATT,upper,0.15271014034030117,0.011283352834175404,,,,,
7,1.53,ATT,lower,-0.15211194969350625,0.017354042181616482,,,,,
8,1.53,ATC,upper,0.09353599950643768,0.009879188493810667,,,,,
9,1.53,ATC,lower,-0.19099028739646706,0.015535354079002854,,,,,
0,1.54,1,upper,0.4544667695452967,0.011851531006207663,,,,,
1,1.54,1,lower,0.2756661769949319,0.007874034733366035,,,,,
2,1.54,0,upper,0.3936893911506745,0.009733375639595945,,,,,
3,1.54,0,lower,0.27572051448160384,0.006706485853211988,,,,,
4,1.54,ATE,upper,0.17874625506369288,0.013194564924209264,,,,,
5,1.54,ATE,lower,-0.11802321415574266,0.011940669889600469,,,,,
6,1.54,ATT,upper,0.15418628637729032,0.011266380323102707,,,,,
7,1.54,ATT,lower,-0.15559004498586007,0.01744979988782957,,,,,
8,1.54,ATC,upper,0.09491818499973688,0.009850945493774634,,,,,
9,1.54,ATC,lower,-0.1938515695134544,0.015574639963443061,,,,,
0,1.55,1,upper,0.45617571267496054,0.011883743216916291,,,,,
1,1.55,1,lower,0.2748213975983957,0.007849257469106963,,,,,
2,1.55,0,upper,0.3950139177624445,0.009770385734674385,,,,,
3,1.55,0,lower,0.27516562272971024,0.0066940858679976735,,,,,
4,1.55,ATE,upper,0.18101008994525036,0.01321632414188072,,,,,
5,1.55,ATE,lower,-0.12019252016404881,0.011950818163398734,,,,,
6,1.55,ATT,upper,0.1556433853686409,0.011249747866327441,,,,,
7,1.55,ATT,lower,-0.15906814027821395,0.017545850919791918,,,,,
8,1.55,ATC,upper,0.09628253584150966,0.009823190938394332,,,,,
9,1.55,ATC,lower,-0.19661157763753848,0.015632446804140596,,,,,
0,1.56,1,upper,0.4577861378634506,0.011896779641884164,,,,,
1,1.56,1,lower,0.27398744870694325,0.007824825786084141,,,,,
2,1.56,0,upper,0.39633844437421445,0.009807440840127598,,,,,
3,1.56,0,lower,0.2746178449746358,0.00668186894809207,,,,,
4,1.56,ATE,upper,0.18316829288881487,0.013221140021573263,,,,,
5,1.56,ATE,lower,-0.12235099566727121,0.01196135446318682,,,,,
6,1.56,ATT,upper,0.15708180360369212,0.011233447135354934,,,,,
7,1.56,ATT,lower,-0.1625462355705678,0.017642187836218105,,,,,
8,1.56,ATC,upper,0.0976293950058238,0.009795914092170049,,,,,
9,1.56,ATC,lower,-0.1992124755412249,0.015662813194964657,,,,,
0,1.57,1,upper,0.45949014856819587,0.011936641629680722,,,,,
1,1.57,1,lower,0.27316412336824825,0.0078007328063953675,,,,,
2,1.57,0,upper,0.39766297098598435,0.009844540447694944,,,,,
3,1.57,0,lower,0.2740770452801356,0.006669831267060411,,,,,
4,1.57,ATE,upper,0.18541310328806027,0.013249657354090628,,,,,
5,1.57,ATE,lower,-0.12449884761773619,0.011972271781774874,,,,,
6,1.57,ATT,upper,0.1585018980395707,0.011217470045289443,,,,,
7,1.57,ATT,lower,-0.1660243308629216,0.017738803427085677,,,,,
8,1.57,ATC,upper,0.09895909672855431,0.009769104507949048,,,,,
9,1.57,ATC,lower,-0.20196451761154696,0.015729723435314147,,,,,
0,1.58,1,upper,0.4612767074789127,0.0119479751415174,,,,,
1,1.58,1,lower,0.27235121986928346,0.007776971829561578,,,,,
2,1.58,0,upper,0.3989874975977544,0.009881684056142752,,,,,
3,1.58,0,lower,0.2735430911513886,0.006657969101034796,,,,,
4,1.58,ATE,upper,0.18773361632752422,0.013253412110240335,,,,,
5,1.58,ATE,lower,-0.1266362777284709,0.011983563284742618,,,,,
6,1.58,ATT,upper,0.15990401659651413,0.011201808746537551,,,,,
7,1.58,ATT,lower,-0.16950242615527542,0.017835690705380707,,,,,
8,1.58,ATC,upper,0.1002719667839085,0.009742752017695143,,,,,
9,1.58,ATC,lower,-0.20484987817278646,0.015757931813296416,,,,,
0,1.59,1,upper,0.4629639078566143,0.011987714231390919,,,,,
1,1.59,1,lower,0.2715485415715636,0.0077535363269030785,,,,,
2,1.59,0,upper,0.40031202420952433,0.009918871171155261,,,,,
3,1.59,0,lower,0.27301585342677664,0.006646278825371615,,,,,
4,1.59,ATE,upper,0.18994805442983773,0.013282073129673742,,,,,
5,1.59,ATE,lower,-0.12876348263796072,0.011995222305002483,,,,,
6,1.59,ATT,upper,0.16128849844204945,0.011186455616834554,,,,,
7,1.59,ATT,lower,-0.17298052144762927,0.017932842899167193,,,,,
8,1.59,ATC,upper,0.10156832275051608,0.009716846723604492,,,,,
9,1.59,ATC,lower,-0.2075747709258472,0.015824668685765222,,,,,
0,1.6,1,upper,0.4646209166324076,0.012018756756761128,,,,,
1,1.6,1,lower,0.27075589675256523,0.007730419936127273,,,,,
2,1.6,0,upper,0.4016365508212943,0.00995610130522732,,,,,
3,1.6,0,lower,0.2724952061737224,0.006634756911437026,,,,,
4,1.6,ATE,upper,0.1921257104586852,0.013303424591203095,,,,,
5,1.6,ATE,lower,-0.13088065406872906,0.012007242337569612,,,,,
6,1.6,ATT,upper,0.16265567426451558,0.011171403253579619,,,,,
7,1.6,ATT,lower,-0.17645861673998306,0.018030253443966835,,,,,
8,1.6,ATC,upper,0.10284847426754104,0.00969137898955257,,,,,
9,1.6,ATC,lower,-0.21025090309401792,0.015881039796145153,,,,,
0,1.61,1,upper,0.4663896817289027,0.012037848253799622,,,,,
1,1.61,1,lower,0.2699730984530575,0.007707616456118694,,,,,
2,1.61,0,upper,0.4029610774330643,0.009993373977558744,,,,,
3,1.61,0,lower,0.271981026588408,0.00662339992351487,,,,,
4,1.61,ATE,upper,0.19440865514049474,0.013314394813486887,,,,,
5,1.61,ATE,lower,-0.13298797898000678,0.012019617034529476,,,,,
6,1.61,ATT,upper,0.16400586653639207,0.01115664446646622,,,,,
7,1.61,ATT,lower,-0.17993671203233697,0.01812791597543629,,,,,
8,1.61,ATC,upper,0.10411272328124897,0.009666339432858126,,,,,
9,1.61,ATC,lower,-0.2131075259688135,0.015920248561076163,,,,,
0,1.62,1,upper,0.467928079623731,0.012047885224296596,,,,,
1,1.62,1,lower,0.26919996433008697,0.00768511984192258,,,,,
2,1.62,0,upper,0.40428560404483427,0.01003068871395043,,,,,
3,1.62,0,lower,0.2714731948992085,0.006612204515831677,,,,,
4,1.62,ATE,upper,0.19645488472452247,0.01331719011514147,,,,,
5,1.62,ATE,lower,-0.13508563971474732,0.012032340200194521,,,,,
6,1.62,ATT,upper,0.16533938976787502,0.011142172270395058,,,,,
7,1.62,ATT,lower,-0.18341480732469073,0.018225824322329633,,,,,
8,1.62,ATC,upper,0.10536136428244194,0.00964171891635049,,,,,
9,1.62,ATC,lower,-0.21559209705494156,0.01594659512502381,,,,,
0,1.63,1,upper,0.46943556122685487,0.012058290385932084,,,,,
1,1.63,1,lower,0.2684363165153737,0.007662924199913692,,,,,
2,1.63,0,upper,0.4056101306566042,0.010068045046702053,,,,,
3,1.63,0,lower,0.2709715942736802,0.006601167429693628,,,,,
4,1.63,ATE,upper,0.1984639669531746,0.013320563330506989,,,,,
5,1.63,ATE,lower,-0.13717381414123053,0.012045405786441575,,,,,
6,1.63,ATT,upper,0.1666565507511189,0.011127979878657204,,,,,
7,1.63,ATT,lower,-0.1868929026170445,0.018323972499734092,,,,,
8,1.63,ATC,upper,0.10659468453515404,0.009617508540727408,,,,,
9,1.63,ATC,lower,-0.21802673715460794,0.015973614181431072,,,,,
0,1.64,1,upper,0.47109513337935804,0.01208808526607389,,,,,
1,1.64,1,lower,0.26768198147888866,0.007641023783142435,,,,,
2,1.64,0,upper,0.4069346572683742,0.010105442514511476,,,,,
3,1.64,0,lower,0.2704761107289511,0.006590285490730688,,,,,
4,1.64,ATE,upper,0.2006190226504069,0.013340972598208567,,,,,
5,1.64,ATE,lower,-0.13925267578948555,0.012058807888222169,,,,,
6,1.64,ATT,upper,0.16795764879554273,0.011114060696375909,,,,,
7,1.64,ATT,lower,-0.19037099790939832,0.018422354702567947,,,,,
8,1.64,ATC,upper,0.10781296429697941,0.009593699637191042,,,,,
9,1.64,ATC,lower,-0.22070700927361822,0.0160265350253356,,,,,
0,1.65,1,upper,0.47287945543078763,0.012103929774126694,,,,,
1,1.65,1,lower,0.26693678989739117,0.007619412986850778,,,,,
2,1.65,0,upper,0.40825918388014415,0.01014288066237572,,,,,
3,1.65,0,lower,0.26998663304537024,0.0065795556062432725,,,,,
4,1.65,ATE,upper,0.20289282238541745,0.01334951453334341,,,,,
5,1.65,ATE,lower,-0.14132239398275295,0.01207254073923832,,,,,
6,1.65,ATT,upper,0.16924297595457963,0.011100408314195962,,,,,
7,1.65,ATT,lower,-0.1938490932017522,0.01852096529932946,,,,,
8,1.65,ATC,upper,0.10901647703138871,0.009570283760350545,,,,,
9,1.65,ATC,lower,-0.22358875722206906,0.01606091788353177,,,,,
0,1.66,1,upper,0.4745373957602947,0.012129863349084785,,,,,
1,1.66,1,lower,0.26620057652771917,0.007598086344150793,,,,,
2,1.66,0,upper,0.4095837104919141,0.010180359041493559,,,,,
3,1.66,0,lower,0.2695030526832782,0.006568974762647048,,,,,
4,1.66,ATE,upper,0.20503434307701654,0.013367377385525523,,,,,
5,1.66,ATE,lower,-0.143383133964195,0.012086598707776681,,,,,
6,1.66,ATT,upper,0.1705128172442305,0.01108701650221012,,,,,
7,1.66,ATT,lower,-0.19732718849410602,0.018619798826086817,,,,,
8,1.66,ATC,upper,0.11020548961237138,0.009547252681379997,,,,,
9,1.66,ATC,lower,-0.22626639388490288,0.01611230199184902,,,,,
0,1.67,1,upper,0.4761785225106534,0.012159066071649564,,,,,
1,1.67,1,lower,0.2654731800846299,0.007577038521858992,,,,,
2,1.67,0,upper,0.410908237103684,0.010217877209169675,,,,,
3,1.67,0,lower,0.26902526370276814,0.0065585400230117495,,,,,
4,1.67,ATE,upper,0.20715325880788527,0.013387569261208257,,,,,
5,1.67,ATE,lower,-0.14543505701905415,0.012100976292694346,,,,,
6,1.67,ATT,upper,0.17176745085376585,0.011073879204112517,,,,,
7,1.67,ATT,lower,-0.20080528378645982,0.01871884998069884,,,,,
8,1.67,ATC,upper,0.11138026252172556,0.009524598381421166,,,,,
9,1.67,ATC,lower,-0.2289168759782026,0.016164405077812093,,,,,
0,1.68,1,upper,0.47778798446148135,0.01218676383334157,,,,,
1,1.68,1,lower,0.2647544431230061,0.007556264316479966,,,,,
2,1.68,0,upper,0.41223276371545403,0.010255434728720352,,,,,
3,1.68,0,lower,0.2685531626863118,0.006548248524689989,,,,,
4,1.68,ATE,upper,0.20923482177516955,0.013406672063396219,,,,,
5,1.68,ATE,lower,-0.14747832059244798,0.012115668119549823,,,,,
6,1.68,ATT,upper,0.17300714834890196,0.011060990531569554,,,,,
7,1.68,ATT,lower,-0.20428337907881366,0.018818113617257163,,,,,
8,1.68,ATC,upper,0.11254105003930168,0.009502313045220982,,,,,
9,1.68,ATC,lower,-0.23151621821644486,0.016216273310294984,,,,,
0,1.69,1,upper,0.47948497241975874,0.012195391472546313,,,,,
1,1.69,1,lower,0.2640442119242417,0.007535758650333137,,,,,
2,1.69,0,upper,0.413557290327224,0.010293031169380714,,,,,
3,1.69,0,lower,0.268086648664133,0.0065380974770323065,,,,,
4,1.69,ATE,upper,0.21139832375562576,0.013409172407685892,,,,,
5,1.69,ATE,lower,-0.14951307840298236,0.012130668936873121,,,,,
6,1.69,ATT,upper,0.17423217486776424,0.011048344758799131,,,,,
7,1.69,ATT,lower,-0.20776147437116751,0.018917584740740644,,,,,
8,1.69,ATC,upper,0.11368810042649226,0.009480389054994076,,,,,
9,1.69,ATC,lower,-0.23425691828423442,0.016241338690539592,,,,,
0,1.7,1,upper,0.481093493098508,0.012229271443837142,,,,,
1,1.7,1,lower,0.2633423363866392,0.007515516567816709,,,,,
2,1.7,0,upper,0.41488181693899395,0.010330666106213452,,,,,
3,1.7,0,lower,0.2676256230422152,0.006528084159184858,,,,,
4,1.7,ATE,upper,0.21346787005629292,0.013434033458912508,,,,,
5,1.7,ATE,lower,-0.1515394805523548,0.012145973612569106,,,,,
6,1.7,ATT,upper,0.17544278930993404,0.011035936317349528,,,,,
7,1.7,ATT,lower,-0.21123956966352134,0.019017258501873437,,,,,
8,1.7,ATC,upper,0.11482165610324535,0.009458818984501238,,,,,
9,1.7,ATC,lower,-0.23685474033228496,0.016301290454124772,,,,,
0,1.71,1,upper,0.4827176049822065,0.012257844673092193,,,,,
1,1.71,1,lower,0.26264866991965197,0.007495533231803228,,,,,
2,1.71,0,upper,0.41620634355076397,0.010368339120019027,,,,,
3,1.71,0,lower,0.2671699895328344,0.006518205917966294,,,,,
4,1.71,ATE,upper,0.21554761544937215,0.013454061877155817,,,,,
5,1.71,ATE,lower,-0.153557673631112,0.012161577130448551,,,,,
6,1.71,ATT,upper,0.17663924451886212,0.01102375979106969,,,,,
7,1.71,ATT,lower,-0.2147176649558752,0.019117130192178207,,,,,
8,1.71,ATC,upper,0.11594195381886681,0.009437595593335058,,,,,
9,1.71,ATC,lower,-0.23947774276906633,0.01635259731364887,,,,,
0,1.72,1,upper,0.4841333354226892,0.012262991639864725,,,,,
1,1.72,1,lower,0.26196306934181574,0.0074758039201613495,,,,,
2,1.72,0,upper,0.41753087016253393,0.010406049797247343,,,,,
3,1.72,0,lower,0.2667196540875162,0.0065084601658205714,,,,,
4,1.72,ATE,upper,0.21741368133517303,0.013453589416646726,,,,,
5,1.72,ATE,lower,-0.1555678008207182,0.01217747458688166,,,,,
6,1.72,ATT,upper,0.17782178745791888,0.011011809911262988,,,,,
7,1.72,ATT,lower,-0.21819576024822898,0.019217195239216625,,,,,
8,1.72,ATC,upper,0.11704922481686475,0.009416711821404338,,,,,
9,1.72,ATC,lower,-0.241764201252921,0.016372329077892198,,,,,
0,1.73,1,upper,0.48571744072369,0.012296241838013519,,,,,
1,1.73,1,lower,0.2612853947822204,0.007456324022398723,,,,,
2,1.73,0,upper,0.41885539677430395,0.010443797729910852,,,,,
3,1.73,0,lower,0.2662745248323172,0.006498844378842576,,,,,
4,1.73,ATE,upper,0.21944291589137277,0.01347820602892271,,,,,
5,1.73,ATE,lower,-0.1575700019920835,0.012193661187568953,,,,,
6,1.73,ATT,upper,0.17899065938033917,0.011000081552016932,,,,,
7,1.73,ATT,lower,-0.22167385554058283,0.019317449202009493,,,,,
8,1.73,ATC,upper,0.1181436949940766,0.00939616078360941,,,,,
9,1.73,ATC,lower,-0.244322591537697,0.016431408340164124,,,,,
0,1.74,1,upper,0.48736583215487606,0.012301982449332475,,,,,
1,1.74,1,lower,0.26061550958537905,0.007437089036421112,,,,,
2,1.74,0,upper,0.4201799233860739,0.010481582515499063,,,,,
3,1.74,0,lower,0.2658345120053389,0.006489356094873582,,,,,
4,1.74,ATE,upper,0.221531320149537,0.013478531326073377,,,,,
5,1.74,ATE,lower,-0.1595644138006949,0.012210132244424764,,,,,
6,1.74,ATT,upper,0.18014609599330636,0.010988569725701667,,,,,
7,1.74,ATT,lower,-0.2251519508329367,0.0194178877666291,,,,,
8,1.74,ATC,upper,0.11922558505430901,0.009375935764700671,,,,,
9,1.74,ATC,lower,-0.24698480636671744,0.01645235958075607,,,,,
0,1.75,1,upper,0.4888466215684305,0.012293935545550768,,,,,
1,1.75,1,lower,0.2599532802193587,0.007418094565403105,,,,,
2,1.75,0,upper,0.42150444999784387,0.010519403756894462,,,,,
3,1.75,0,lower,0.2653995278963833,0.006479992911663709,,,,,
4,1.75,ATE,upper,0.22344709367204726,0.013466299429746616,,,,,
5,1.75,ATE,lower,-0.16155116977848516,0.012226883172568738,,,,,
6,1.75,ATT,upper,0.1812883276164111,0.010977269578630357,,,,,
7,1.75,ATT,lower,-0.22863004612529053,0.01951850674195687,,,,,
8,1.75,ATC,upper,0.12029511065671016,0.00935603021431314,,,,,
9,1.75,ATC,lower,-0.24937633756546018,0.016453816199180158,,,,,
0,1.76,1,upper,0.49070591063212415,0.012288832239536605,,,,,
1,1.76,1,lower,0.2592985761870432,0.007399336314765929,,,,,
2,1.76,0,upper,0.4228289766096139,0.010557261062289783,,,,,
3,1.76,0,lower,0.26496948678866583,0.00647075248509867,,,,,
4,1.76,ATE,upper,0.22573642384345843,0.013456931747163602,,,,,
5,1.76,ATE,lower,-0.16353040042257064,0.012243909487421,,,,,
6,1.76,ATT,upper,0.18241757933470776,0.01096617638687492,,,,,
7,1.76,ATT,lower,-0.23210814141764435,0.01961930205559958,,,,,
8,1.76,ATC,upper,0.12135248255908407,0.009336437742170066,,,,,
9,1.76,ATC,lower,-0.2523791600887728,0.016456498825544896,,,,,
0,1.77,1,upper,0.4922397724969004,0.012326438627154938,,,,,
1,1.77,1,lower,0.2586512699404035,0.007380810089258193,,,,,
2,1.77,0,upper,0.4241535032213838,0.010595154045106647,,,,,
3,1.77,0,lower,0.2645443049025044,0.0064616325274882355,,,,,
4,1.77,ATE,upper,0.22769546759439602,0.013485486908068747,,,,,
5,1.77,ATE,lower,-0.1655022332809803,0.012261206801896738,,,,,
6,1.77,ATT,upper,0.18353407114658302,0.01095528555223089,,,,,
7,1.77,ATT,lower,-0.23558623670999812,0.01972026974995769,,,,,
8,1.77,ATC,upper,0.12239790675634636,0.009317152113449006,,,,,
9,1.77,ATC,lower,-0.2548564053139183,0.01652012908601945,,,,,
0,1.78,1,upper,0.49388044645937823,0.012310003320521568,,,,,
1,1.78,1,lower,0.2580112367976587,0.007362511790135444,,,,,
2,1.78,0,upper,0.42547802983315386,0.010633082323915511,,,,,
3,1.78,0,lower,0.2641239003409066,0.006452630805913931,,,,,
4,1.78,ATE,upper,0.22975654611847166,0.013466629919703753,,,,,
5,1.78,ATE,lower,-0.16746679303549508,0.01227877082369636,,,,,
6,1.78,ATT,upper,0.18463801810663946,0.010944592598325371,,,,,
7,1.78,ATT,lower,-0.23906433200235205,0.01982140597843971,,,,,
8,1.78,ATC,upper,0.12343158461431358,0.009298167244304005,,,,,
9,1.78,ATC,lower,-0.2575061561375766,0.016513423033901225,,,,,
0,1.79,1,upper,0.4953981010070491,0.012347279878318367,,,,,
1,1.79,1,lower,0.25737835486321264,0.0073444374124347015,,,,,
2,1.79,0,upper,0.4268025564449237,0.010671045522356946,,,,,
3,1.79,0,lower,0.2637081930369803,0.006443745140633632,,,,,
4,1.79,ATE,upper,0.23168990797006875,0.013495045355085148,,,,,
5,1.79,ATE,lower,-0.1694242015817111,0.012296597352687276,,,,,
6,1.79,ATT,upper,0.1857296304637903,0.010934093166862422,,,,,
7,1.79,ATT,lower,-0.24254242729470588,0.019922707001816614,,,,,
8,1.79,ATC,upper,0.12445371299900747,0.009279477197537888,,,,,
9,1.79,ATC,lower,-0.25995722592943576,0.016576594350473907,,,,,
0,1.8,1,upper,0.4974190382303282,0.012320764475816709,,,,,
1,1.8,1,lower,0.2567525049502605,0.007326583042340263,,,,,
2,1.8,0,upper,0.4281270830566938,0.010709043269064192,,,,,
3,1.8,0,lower,0.26329710470309764,0.006434973403540794,,,,,
4,1.8,ATE,upper,0.23412193352723057,0.013466819780511358,,,,,
5,1.8,ATE,lower,-0.17137457810643325,0.012314682278373793,,,,,
6,1.8,ATT,upper,0.1868091137947505,0.010923783014000413,,,,,
7,1.8,ATT,lower,-0.2460205225870597,0.020024169184710745,,,,,
8,1.8,ATC,upper,0.12546448440164915,0.009261076178418816,,,,,
9,1.8,ATC,lower,-0.2632211163759314,0.016548529224069197,,,,,
0,1.81,1,upper,0.49882153342779956,0.012332789493786675,,,,,
1,1.81,1,lower,0.25613357050595964,0.007308944854637236,,,,,
2,1.81,0,upper,0.4294516096684637,0.010747075197586966,,,,,
3,1.81,0,lower,0.26289055878174405,0.006426313516676165,,,,,
4,1.81,ATE,upper,0.23593097464605547,0.01347275317807509,,,,,
5,1.81,ATE,lower,-0.17331803916250393,0.01233302157745158,,,,,
6,1.81,ATT,upper,0.18787666913310339,0.010913658006856102,,,,,
7,1.81,ATT,lower,-0.24949861787941355,0.020125788992213782,,,,,
8,1.81,ATC,upper,0.12646408705951032,0.009242958530635654,,,,,
9,1.81,ATC,lower,-0.2654861994391524,0.016575349986567987,,,,,
0,1.82,1,upper,0.5005684081836707,0.012336150018052312,,,,,
1,1.82,1,lower,0.2555214375390688,0.007291519110249443,,,,,
2,1.82,0,upper,0.4307761362802337,0.010785140946316546,,,,,
3,1.82,0,lower,0.2624884803979878,0.006417763450789952,,,,,
4,1.82,ATE,upper,0.2380799277856829,0.013471149944741913,,,,,
5,1.82,ATE,lower,-0.17525469874116484,0.012351611311443477,,,,,
6,1.82,ATT,upper,0.1889324930941118,0.010903714120130506,,,,,
7,1.82,ATT,lower,-0.25297671317176734,0.020227562986628627,,,,,
8,1.82,ATC,upper,0.1274527050727796,0.009225118732386808,,,,,
9,1.82,ATC,lower,-0.26830746858162524,0.016590376938361497,,,,,
0,1.83,1,upper,0.5020728045647408,0.012366125771035288,,,,,
1,1.83,1,lower,0.25491599454995817,0.007274302153858421,,,,,
2,1.83,0,upper,0.4321006628920036,0.01082324015841207,,,,,
3,1.83,0,lower,0.26209079631350746,0.0064093212239524425,,,,,
4,1.83,ATE,upper,0.23998200825123336,0.013493560111098998,,,,,
5,1.83,ATE,lower,-0.1771846683420454,0.012370447624413373,,,,,
6,1.83,ATT,upper,0.1899767779954371,0.01089394743285174,,,,,
7,1.83,ATT,lower,-0.25645480846412116,0.020329487824330195,,,,,
8,1.83,ATC,upper,0.1284305185175978,0.009207551392597497,,,,,
9,1.83,ATC,lower,-0.2707371259303827,0.016644626599751047,,,,,
0,1.84,1,upper,0.5221556970059911,0.010859496783397758,,,,,
1,1.84,1,lower,0.25431713246290316,0.0072572904116004686,,,,,
2,1.84,0,upper,0.43342518950377357,0.01086137248172802,,,,,
3,1.84,0,lower,0.26169743488211944,0.0064009849002112365,,,,,
4,1.84,ATE,upper,0.2604582621238717,0.012189729915328256,,,,,
5,1.84,ATE,lower,-0.17910805704087046,0.01238952674075525,,,,,
6,1.84,ATT,upper,0.1910097119739218,0.010884354125230316,,,,,
7,1.84,ATT,lower,-0.25993290375647504,0.020431560252740462,,,,,
8,1.84,ATC,upper,0.1293977035554071,0.009190251247260634,,,,,
9,1.84,ATC,lower,-0.3031717607235592,0.014795250941081126,,,,,
0,1.85,1,upper,0.5235244853656377,0.010858412258139816,,,,,
1,1.85,1,lower,0.2537247445605729,0.0072404803888387785,,,,,
2,1.85,0,upper,0.4347497161155435,0.010899537568742934,,,,,
3,1.85,0,lower,0.2613083260067463,0.0063927525882932715,,,,,
4,1.85,ATE,upper,0.26221615935889137,0.012184358711380336,,,,,
5,1.85,ATE,lower,-0.18102497155497063,0.0124088449630544,,,,,
